Id,Calories,StepTotal,Date,Hour
User8,115,687,2016-05-05,7
User8,105,604,2016-05-05,8
User8,109,782,2016-05-05,9
User8,108,601,2016-05-05,10
User8,97,427,2016-05-05,11
User8,93,456,2016-05-05,12
User8,68,98,2016-05-05,13
User8,55,0,2016-05-05,14
User8,55,0,2016-05-05,15
User8,55,0,2016-05-05,16
User8,62,68,2016-05-05,17
User8,68,111,2016-05-05,18
User8,94,441,2016-05-05,19
User8,83,267,2016-05-05,20
User8,75,219,2016-05-05,21
User8,62,58,2016-05-05,22
User8,55,0,2016-05-05,23
User8,55,0,2016-05-06,0
User8,55,0,2016-05-06,1
User8,55,0,2016-05-06,2
User8,55,0,2016-05-06,3
User8,55,0,2016-05-06,4
User8,69,178,2016-05-06,5
User8,109,575,2016-05-06,6
User8,94,478,2016-05-06,7
User8,82,267,2016-05-06,8
User8,97,600,2016-05-06,9
User8,115,843,2016-05-06,10
User8,110,676,2016-05-06,11
User8,86,378,2016-05-06,12
User8,55,0,2016-05-06,13
User8,55,0,2016-05-06,14
User8,55,0,2016-05-06,15
User8,55,0,2016-05-06,16
User8,55,0,2016-05-06,17
User8,55,0,2016-05-06,18
User8,55,0,2016-05-06,19
User8,77,210,2016-05-06,20
User8,82,227,2016-05-06,21
User8,87,315,2016-05-06,22
User8,70,131,2016-05-06,23
User8,55,0,2016-05-07,0
User8,55,0,2016-05-07,1
User8,55,0,2016-05-07,2
User8,55,0,2016-05-07,3
User8,55,0,2016-05-07,4
User8,80,277,2016-05-07,5
User8,79,322,2016-05-07,6
User8,82,277,2016-05-07,7
User8,105,708,2016-05-07,8
User8,126,954,2016-05-07,9
User8,89,388,2016-05-07,10
User8,87,322,2016-05-07,11
User8,100,460,2016-05-07,12
User8,87,464,2016-05-07,13
User8,108,688,2016-05-07,14
User8,120,753,2016-05-07,15
User8,104,488,2016-05-07,16
User8,84,303,2016-05-07,17
User8,55,0,2016-05-07,18
User8,55,0,2016-05-07,19
User8,66,86,2016-05-07,20
User8,86,245,2016-05-07,21
User8,102,410,2016-05-07,22
User8,83,234,2016-05-07,23
User8,55,0,2016-05-08,0
User8,55,0,2016-05-08,1
User8,55,0,2016-05-08,2
User8,55,0,2016-05-08,3
User8,55,0,2016-05-08,4
User8,55,0,2016-05-08,5
User8,55,0,2016-05-08,6
User8,55,0,2016-05-08,7
User8,74,156,2016-05-08,8
User8,82,248,2016-05-08,9
User8,97,444,2016-05-08,10
User8,102,520,2016-05-08,11
User8,105,633,2016-05-08,12
User8,109,621,2016-05-08,13
User8,59,36,2016-05-08,14
User8,55,0,2016-05-08,15
User8,72,148,2016-05-08,16
User8,100,475,2016-05-08,17
User8,93,376,2016-05-08,18
User8,96,381,2016-05-08,19
User8,79,164,2016-05-08,20
User8,90,327,2016-05-08,21
User8,82,231,2016-05-08,22
User8,85,393,2016-05-08,23
User8,87,317,2016-05-09,0
User8,91,390,2016-05-09,1
User8,55,0,2016-05-09,2
User8,55,0,2016-05-09,3
User8,55,0,2016-05-09,4
User8,65,95,2016-05-09,5
User8,80,224,2016-05-09,6
User8,105,713,2016-05-09,7
User8,78,162,2016-05-09,8
User8,76,184,2016-05-09,9
User8,75,165,2016-05-09,10
User8,55,0,2016-05-09,11
User8,55,0,2016-05-09,12
User8,55,0,2016-05-09,13
User8,58,0,2016-05-09,14
User8,98,524,2016-05-09,15
User8,81,177,2016-05-09,16
User8,73,139,2016-05-09,17
User8,55,0,2016-05-09,18
User8,55,0,2016-05-09,19
User8,55,0,2016-05-09,20
User8,55,0,2016-05-09,21
User8,55,0,2016-05-09,22
User8,55,0,2016-05-09,23
User8,55,0,2016-05-10,0
User8,55,0,2016-05-10,1
User8,55,0,2016-05-10,2
User8,55,0,2016-05-10,3
User8,55,0,2016-05-10,4
User8,55,0,2016-05-10,5
User8,67,71,2016-05-10,6
User8,94,364,2016-05-10,7
User8,78,182,2016-05-10,8
User8,92,362,2016-05-10,9
User8,93,493,2016-05-10,10
User8,137,1122,2016-05-10,11
User8,125,947,2016-05-10,12
User8,88,327,2016-05-10,13
User8,87,283,2016-05-10,14
User8,94,485,2016-05-10,15
User8,103,483,2016-05-10,16
User8,80,172,2016-05-10,17
User8,94,427,2016-05-10,18
User8,80,194,2016-05-10,19
User8,89,300,2016-05-10,20
User8,58,15,2016-05-10,21
User8,55,0,2016-05-10,22
User8,55,0,2016-05-10,23
User8,55,0,2016-05-11,0
User8,55,0,2016-05-11,1
User8,55,0,2016-05-11,2
User8,55,0,2016-05-11,3
User8,55,0,2016-05-11,4
User8,55,0,2016-05-11,5
User8,55,0,2016-05-11,6
User8,55,0,2016-05-11,7
User8,55,0,2016-05-11,8
User8,57,4,2016-05-11,9
User8,102,472,2016-05-11,10
User8,89,348,2016-05-11,11
User8,100,446,2016-05-11,12
User8,81,283,2016-05-11,13
User8,78,241,2016-05-11,14
User8,92,364,2016-05-11,15
User8,97,493,2016-05-11,16
User8,127,999,2016-05-11,17
User8,74,172,2016-05-11,18
User8,87,324,2016-05-11,19
User8,115,723,2016-05-11,20
User8,102,522,2016-05-11,21
User8,113,605,2016-05-11,22
User8,95,428,2016-05-11,23
User8,55,0,2016-05-12,0
User8,55,0,2016-05-12,1
User8,56,0,2016-05-12,2
User8,55,0,2016-05-12,3
User8,55,0,2016-05-12,4
User8,55,0,2016-05-12,5
User8,55,0,2016-05-12,6
User8,55,0,2016-05-12,7
User8,55,0,2016-05-12,8
User8,70,119,2016-05-12,9
User8,118,817,2016-05-12,10
User8,100,426,2016-05-12,11
User8,107,535,2016-05-12,12
User8,89,402,2016-05-12,13
User8,83,265,2016-05-12,14
User9,56,0,2016-04-12,0
User9,56,0,2016-04-12,1
User9,56,0,2016-04-12,2
User9,56,0,2016-04-12,3
User9,56,0,2016-04-12,4
User9,56,0,2016-04-12,5
User9,56,0,2016-04-12,6
User9,101,397,2016-04-12,7
User9,167,1195,2016-04-12,8
User9,85,193,2016-04-12,9
User9,74,111,2016-04-12,10
User9,122,169,2016-04-12,11
User9,83,179,2016-04-12,12
User9,105,371,2016-04-12,13
User9,134,47,2016-04-12,14
User9,163,337,2016-04-12,15
User9,84,135,2016-04-12,16
User9,94,433,2016-04-12,17
User9,154,1546,2016-04-12,18
User9,93,355,2016-04-12,19
User9,151,1391,2016-04-12,20
User9,224,3229,2016-04-12,21
User9,59,25,2016-04-12,22
User9,57,0,2016-04-12,23
User9,58,0,2016-04-13,0
User9,58,0,2016-04-13,1
User9,57,0,2016-04-13,2
User9,56,0,2016-04-13,3
User9,57,0,2016-04-13,4
User9,57,0,2016-04-13,5
User9,59,6,2016-04-13,6
User9,185,2581,2016-04-13,7
User9,125,1175,2016-04-13,8
User9,64,12,2016-04-13,9
User9,76,158,2016-04-13,10
User9,67,59,2016-04-13,11
User9,97,366,2016-04-13,12
User9,121,1200,2016-04-13,13
User9,77,112,2016-04-13,14
User9,75,154,2016-04-13,15
User9,91,311,2016-04-13,16
User9,73,122,2016-04-13,17
User9,140,1280,2016-04-13,18
User9,63,14,2016-04-13,19
User9,86,489,2016-04-13,20
User9,174,2197,2016-04-13,21
User9,65,116,2016-04-13,22
User9,58,0,2016-04-13,23
User9,59,8,2016-04-14,0
User9,58,0,2016-04-14,1
User9,57,0,2016-04-14,2
User9,57,0,2016-04-14,3
User9,57,0,2016-04-14,4
User9,57,0,2016-04-14,5
User9,60,12,2016-04-14,6
User9,197,2706,2016-04-14,7
User9,119,1041,2016-04-14,8
User9,80,264,2016-04-14,9
User9,84,370,2016-04-14,10
User9,82,283,2016-04-14,11
User9,82,382,2016-04-14,12
User9,173,2423,2016-04-14,13
User9,86,275,2016-04-14,14
User9,77,170,2016-04-14,15
User9,77,117,2016-04-14,16
User9,70,99,2016-04-14,17
User9,144,1364,2016-04-14,18
User9,72,137,2016-04-14,19
User9,64,53,2016-04-14,20
User9,77,305,2016-04-14,21
User9,66,120,2016-04-14,22
User9,57,0,2016-04-14,23
User9,57,0,2016-04-15,0
User9,57,0,2016-04-15,1
User9,60,12,2016-04-15,2
User9,57,0,2016-04-15,3
User9,57,0,2016-04-15,4
User9,57,0,2016-04-15,5
User9,59,9,2016-04-15,6
User9,194,2813,2016-04-15,7
User9,121,1077,2016-04-15,8
User9,86,291,2016-04-15,9
User9,67,51,2016-04-15,10
User9,76,146,2016-04-15,11
User9,85,259,2016-04-15,12
User9,93,359,2016-04-15,13
User9,74,131,2016-04-15,14
User9,63,15,2016-04-15,15
User9,87,323,2016-04-15,16
User9,63,73,2016-04-15,17
User9,198,2499,2016-04-15,18
User9,174,1137,2016-04-15,19
User9,118,732,2016-04-15,20
User9,91,294,2016-04-15,21
User9,86,244,2016-04-15,22
User9,56,0,2016-04-15,23
User9,56,0,2016-04-16,0
User9,56,0,2016-04-16,1
User9,56,0,2016-04-16,2
User9,56,0,2016-04-16,3
User9,56,0,2016-04-16,4
User9,56,0,2016-04-16,5
User9,56,0,2016-04-16,6
User9,124,1446,2016-04-16,7
User9,334,5291,2016-04-16,8
User9,329,5249,2016-04-16,9
User9,106,468,2016-04-16,10
User9,122,869,2016-04-16,11
User9,100,529,2016-04-16,12
User9,84,352,2016-04-16,13
User9,56,0,2016-04-16,14
User9,56,0,2016-04-16,15
User9,57,0,2016-04-16,16
User9,160,1344,2016-04-16,17
User9,180,2139,2016-04-16,18
User9,127,943,2016-04-16,19
User9,150,1496,2016-04-16,20
User9,138,1571,2016-04-16,21
User9,95,547,2016-04-16,22
User9,57,0,2016-04-16,23
User9,57,0,2016-04-17,0
User9,57,0,2016-04-17,1
User9,57,0,2016-04-17,2
User9,57,0,2016-04-17,3
User9,58,8,2016-04-17,4
User9,57,0,2016-04-17,5
User9,56,0,2016-04-17,6
User9,61,20,2016-04-17,7
User9,61,22,2016-04-17,8
User9,73,161,2016-04-17,9
User9,111,541,2016-04-17,10
User9,160,1489,2016-04-17,11
User9,62,21,2016-04-17,12
User9,124,872,2016-04-17,13
User9,113,578,2016-04-17,14
User9,89,219,2016-04-17,15
User9,74,57,2016-04-17,16
User9,87,256,2016-04-17,17
User9,98,495,2016-04-17,18
User9,93,334,2016-04-17,19
User9,84,217,2016-04-17,20
User9,81,182,2016-04-17,21
User9,57,0,2016-04-17,22
User9,57,0,2016-04-17,23
User9,59,6,2016-04-18,0
User9,57,0,2016-04-18,1
User9,57,0,2016-04-18,2
User9,57,0,2016-04-18,3
User9,57,0,2016-04-18,4
User9,57,0,2016-04-18,5
User9,60,15,2016-04-18,6
User9,95,418,2016-04-18,7
User9,122,1158,2016-04-18,8
User9,65,23,2016-04-18,9
User9,76,178,2016-04-18,10
User9,72,120,2016-04-18,11
User9,70,83,2016-04-18,12
User9,133,1439,2016-04-18,13
User9,99,606,2016-04-18,14
User9,71,147,2016-04-18,15
User9,79,175,2016-04-18,16
User9,67,92,2016-04-18,17
User9,127,1070,2016-04-18,18
User9,76,101,2016-04-18,19
User9,207,2497,2016-04-18,20
User9,67,104,2016-04-18,21
User9,60,15,2016-04-18,22
User9,57,0,2016-04-18,23
User9,57,0,2016-04-19,0
User9,57,0,2016-04-19,1
User9,57,0,2016-04-19,2
User9,56,0,2016-04-19,3
User9,57,0,2016-04-19,4
User9,59,20,2016-04-19,5
User9,66,148,2016-04-19,6
User9,85,291,2016-04-19,7
User9,144,1033,2016-04-19,8
User9,101,72,2016-04-19,9
User9,126,235,2016-04-19,10
User9,200,253,2016-04-19,11
User9,162,228,2016-04-19,12
User9,124,897,2016-04-19,13
User9,120,102,2016-04-19,14
User9,123,177,2016-04-19,15
User9,109,307,2016-04-19,16
User9,73,114,2016-04-19,17
User9,152,1170,2016-04-19,18
User9,125,1088,2016-04-19,19
User9,97,360,2016-04-19,20
User9,82,216,2016-04-19,21
User9,56,0,2016-04-19,22
User9,56,0,2016-04-19,23
User9,56,0,2016-04-20,0
User9,56,0,2016-04-20,1
User9,56,0,2016-04-20,2
User9,56,0,2016-04-20,3
User9,56,0,2016-04-20,4
User9,56,0,2016-04-20,5
User9,56,0,2016-04-20,6
User9,199,2534,2016-04-20,7
User9,127,1131,2016-04-20,8
User9,68,82,2016-04-20,9
User9,74,171,2016-04-20,10
User9,68,78,2016-04-20,11
User9,82,224,2016-04-20,12
User9,96,571,2016-04-20,13
User9,85,315,2016-04-20,14
User9,76,126,2016-04-20,15
User9,89,320,2016-04-20,16
User9,103,544,2016-04-20,17
User9,206,1622,2016-04-20,18
User9,141,1054,2016-04-20,19
User9,181,1909,2016-04-20,20
User9,80,161,2016-04-20,21
User9,71,157,2016-04-20,22
User9,57,0,2016-04-20,23
User9,58,7,2016-04-21,0
User9,57,0,2016-04-21,1
User9,58,7,2016-04-21,2
User9,57,0,2016-04-21,3
User9,57,0,2016-04-21,4
User9,57,0,2016-04-21,5
User9,69,141,2016-04-21,6
User9,82,257,2016-04-21,7
User9,119,909,2016-04-21,8
User9,63,19,2016-04-21,9
User9,75,128,2016-04-21,10
User9,76,140,2016-04-21,11
User9,105,735,2016-04-21,12
User9,82,232,2016-04-21,13
User9,94,254,2016-04-21,14
User9,75,89,2016-04-21,15
User9,72,91,2016-04-21,16
User9,67,46,2016-04-21,17
User9,134,1361,2016-04-21,18
User9,89,294,2016-04-21,19
User9,153,1880,2016-04-21,20
User9,230,3410,2016-04-21,21
User9,65,80,2016-04-21,22
User9,57,0,2016-04-21,23
User9,57,0,2016-04-22,0
User9,57,0,2016-04-22,1
User9,57,0,2016-04-22,2
User9,57,0,2016-04-22,3
User9,62,38,2016-04-22,4
User9,58,10,2016-04-22,5
User9,59,13,2016-04-22,6
User9,255,3724,2016-04-22,7
User9,112,879,2016-04-22,8
User9,67,41,2016-04-22,9
User9,70,74,2016-04-22,10
User9,73,61,2016-04-22,11
User9,89,276,2016-04-22,12
User9,96,411,2016-04-22,13
User9,91,276,2016-04-22,14
User9,91,315,2016-04-22,15
User9,80,184,2016-04-22,16
User9,96,512,2016-04-22,17
User9,116,876,2016-04-22,18
User9,61,13,2016-04-22,19
User9,67,79,2016-04-22,20
User9,59,0,2016-04-22,21
User9,57,0,2016-04-22,22
User9,60,22,2016-04-22,23
User9,57,0,2016-04-23,0
User9,57,0,2016-04-23,1
User9,57,0,2016-04-23,2
User9,58,4,2016-04-23,3
User9,56,0,2016-04-23,4
User9,57,0,2016-04-23,5
User9,59,18,2016-04-23,6
User9,72,150,2016-04-23,7
User9,301,4214,2016-04-23,8
User9,90,522,2016-04-23,9
User9,119,825,2016-04-23,10
User9,218,2143,2016-04-23,11
User9,131,1056,2016-04-23,12
User9,211,1908,2016-04-23,13
User9,106,121,2016-04-23,14
User9,71,99,2016-04-23,15
User9,90,468,2016-04-23,16
User9,147,1139,2016-04-23,17
User9,135,1267,2016-04-23,18
User9,109,323,2016-04-23,19
User9,157,1603,2016-04-23,20
User9,87,225,2016-04-23,21
User9,114,713,2016-04-23,22
User9,69,103,2016-04-23,23
User9,57,0,2016-04-24,0
User9,57,0,2016-04-24,1
User9,57,0,2016-04-24,2
User9,57,0,2016-04-24,3
User9,57,0,2016-04-24,4
User9,56,0,2016-04-24,5
User9,58,7,2016-04-24,6
User9,83,324,2016-04-24,7
User9,133,1151,2016-04-24,8
User9,103,459,2016-04-24,9
User9,129,804,2016-04-24,10
User9,148,1178,2016-04-24,11
User9,71,82,2016-04-24,12
User9,135,973,2016-04-24,13
User9,89,256,2016-04-24,14
User9,95,211,2016-04-24,15
User9,79,100,2016-04-24,16
User9,82,166,2016-04-24,17
User9,125,738,2016-04-24,18
User9,180,1835,2016-04-24,19
User9,117,697,2016-04-24,20
User9,106,490,2016-04-24,21
User9,57,0,2016-04-24,22
User9,56,0,2016-04-24,23
User9,56,0,2016-04-25,0
User9,57,0,2016-04-25,1
User9,58,10,2016-04-25,2
User9,57,0,2016-04-25,3
User9,57,0,2016-04-25,4
User9,58,6,2016-04-25,5
User9,61,16,2016-04-25,6
User9,87,284,2016-04-25,7
User9,127,1111,2016-04-25,8
User9,81,252,2016-04-25,9
User9,81,197,2016-04-25,10
User9,72,152,2016-04-25,11
User9,107,787,2016-04-25,12
User9,73,129,2016-04-25,13
User9,83,141,2016-04-25,14
User9,83,208,2016-04-25,15
User9,75,120,2016-04-25,16
User9,82,185,2016-04-25,17
User9,210,2882,2016-04-25,18
User9,202,1953,2016-04-25,19
User9,100,429,2016-04-25,20
User9,77,165,2016-04-25,21
User9,92,455,2016-04-25,22
User9,57,0,2016-04-25,23
User9,57,0,2016-04-26,0
User9,57,0,2016-04-26,1
User9,57,0,2016-04-26,2
User9,57,0,2016-04-26,3
User9,57,0,2016-04-26,4
User9,57,0,2016-04-26,5
User9,74,178,2016-04-26,6
User9,72,102,2016-04-26,7
User9,118,909,2016-04-26,8
User9,81,299,2016-04-26,9
User9,79,138,2016-04-26,10
User9,85,317,2016-04-26,11
User9,86,322,2016-04-26,12
User9,130,1251,2016-04-26,13
User9,81,236,2016-04-26,14
User9,63,15,2016-04-26,15
User9,70,101,2016-04-26,16
User9,64,28,2016-04-26,17
User9,143,1347,2016-04-26,18
User9,92,293,2016-04-26,19
User9,82,179,2016-04-26,20
User9,80,233,2016-04-26,21
User9,62,32,2016-04-26,22
User9,57,0,2016-04-26,23
User9,57,0,2016-04-27,0
User9,57,0,2016-04-27,1
User9,57,0,2016-04-27,2
User9,57,0,2016-04-27,3
User9,57,0,2016-04-27,4
User9,57,0,2016-04-27,5
User9,60,20,2016-04-27,6
User9,76,169,2016-04-27,7
User9,106,792,2016-04-27,8
User9,79,239,2016-04-27,9
User9,88,338,2016-04-27,10
User9,82,212,2016-04-27,11
User9,92,483,2016-04-27,12
User9,83,267,2016-04-27,13
User9,114,754,2016-04-27,14
User9,84,184,2016-04-27,15
User9,83,220,2016-04-27,16
User9,95,255,2016-04-27,17
User9,148,1500,2016-04-27,18
User9,297,4359,2016-04-27,19
User9,145,1204,2016-04-27,20
User9,94,315,2016-04-27,21
User9,68,112,2016-04-27,22
User9,59,0,2016-04-27,23
User9,58,10,2016-04-28,0
User9,56,0,2016-04-28,1
User9,61,18,2016-04-28,2
User9,57,0,2016-04-28,3
User9,56,0,2016-04-28,4
User9,57,0,2016-04-28,5
User9,77,228,2016-04-28,6
User9,60,20,2016-04-28,7
User9,145,1264,2016-04-28,8
User9,77,138,2016-04-28,9
User9,69,123,2016-04-28,10
User9,96,481,2016-04-28,11
User9,84,313,2016-04-28,12
User9,78,194,2016-04-28,13
User9,86,326,2016-04-28,14
User9,89,283,2016-04-28,15
User9,80,174,2016-04-28,16
User9,79,178,2016-04-28,17
User9,127,1067,2016-04-28,18
User9,71,69,2016-04-28,19
User9,79,130,2016-04-28,20
User9,67,43,2016-04-28,21
User9,90,380,2016-04-28,22
User9,57,0,2016-04-28,23
User9,57,0,2016-04-29,0
User9,58,8,2016-04-29,1
User9,57,0,2016-04-29,2
User9,57,0,2016-04-29,3
User9,59,17,2016-04-29,4
User9,57,0,2016-04-29,5
User10,53,0,2016-04-12,0
User10,53,0,2016-04-12,1
User10,53,0,2016-04-12,2
User10,53,0,2016-04-12,3
User10,53,0,2016-04-12,4
User10,94,306,2016-04-12,5
User10,63,17,2016-04-12,6
User10,120,1373,2016-04-12,7
User10,137,1150,2016-04-12,8
User10,141,1025,2016-04-12,9
User10,118,802,2016-04-12,10
User10,71,328,2016-04-12,11
User10,151,1280,2016-04-12,12
User10,111,637,2016-04-12,13
User10,69,169,2016-04-12,14
User10,64,95,2016-04-12,15
User10,76,251,2016-04-12,16
User10,70,93,2016-04-12,17
User10,123,737,2016-04-12,18
User10,75,255,2016-04-12,19
User10,74,259,2016-04-12,20
User10,57,19,2016-04-12,21
User10,53,0,2016-04-12,22
User10,53,0,2016-04-12,23
User10,53,0,2016-04-13,0
User10,53,0,2016-04-13,1
User10,53,0,2016-04-13,2
User10,53,0,2016-04-13,3
User10,53,0,2016-04-13,4
User10,87,321,2016-04-13,5
User10,79,203,2016-04-13,6
User10,98,840,2016-04-13,7
User10,122,873,2016-04-13,8
User10,133,632,2016-04-13,9
User10,118,364,2016-04-13,10
User10,93,550,2016-04-13,11
User10,134,803,2016-04-13,12
User10,121,851,2016-04-13,13
User10,70,228,2016-04-13,14
User10,87,354,2016-04-13,15
User10,82,265,2016-04-13,16
User10,101,469,2016-04-13,17
User10,80,312,2016-04-13,18
User10,73,146,2016-04-13,19
User10,68,105,2016-04-13,20
User10,57,5,2016-04-13,21
User10,81,230,2016-04-13,22
User10,58,67,2016-04-13,23
User10,53,0,2016-04-14,0
User10,53,0,2016-04-14,1
User10,53,0,2016-04-14,2
User10,53,0,2016-04-14,3
User10,53,0,2016-04-14,4
User10,53,0,2016-04-14,5
User10,77,224,2016-04-14,6
User10,123,1123,2016-04-14,7
User10,119,544,2016-04-14,8
User10,121,871,2016-04-14,9
User10,114,1403,2016-04-14,10
User10,77,318,2016-04-14,11
User10,84,291,2016-04-14,12
User10,104,568,2016-04-14,13
User10,92,531,2016-04-14,14
User10,97,742,2016-04-14,15
User10,54,26,2016-04-14,16
User10,87,366,2016-04-14,17
User10,98,450,2016-04-14,18
User10,74,198,2016-04-14,19
User10,77,123,2016-04-14,20
User10,73,132,2016-04-14,21
User10,53,0,2016-04-14,22
User10,53,0,2016-04-14,23
User10,53,0,2016-04-15,0
User10,53,0,2016-04-15,1
User10,53,0,2016-04-15,2
User10,53,0,2016-04-15,3
User10,53,0,2016-04-15,4
User10,92,302,2016-04-15,5
User10,95,247,2016-04-15,6
User10,110,1031,2016-04-15,7
User10,104,649,2016-04-15,8
User10,117,727,2016-04-15,9
User10,109,562,2016-04-15,10
User10,99,636,2016-04-15,11
User10,130,899,2016-04-15,12
User10,106,665,2016-04-15,13
User10,125,754,2016-04-15,14
User10,97,312,2016-04-15,15
User10,112,666,2016-04-15,16
User10,76,128,2016-04-15,17
User10,91,241,2016-04-15,18
User10,71,179,2016-04-15,19
User10,95,378,2016-04-15,20
User10,66,106,2016-04-15,21
User10,53,0,2016-04-15,22
User10,53,0,2016-04-15,23
User10,53,0,2016-04-16,0
User10,53,0,2016-04-16,1
User10,53,0,2016-04-16,2
User10,53,0,2016-04-16,3
User10,53,0,2016-04-16,4
User10,53,0,2016-04-16,5
User10,53,0,2016-04-16,6
User10,287,2650,2016-04-16,7
User10,202,1999,2016-04-16,8
User10,73,252,2016-04-16,9
User10,79,194,2016-04-16,10
User10,93,326,2016-04-16,11
User10,115,712,2016-04-16,12
User10,54,0,2016-04-16,13
User10,103,590,2016-04-16,14
User10,135,1196,2016-04-16,15
User10,83,292,2016-04-16,16
User10,101,578,2016-04-16,17
User10,75,204,2016-04-16,18
User10,90,324,2016-04-16,19
User10,95,141,2016-04-16,20
User10,70,109,2016-04-16,21
User10,64,103,2016-04-16,22
User10,60,7,2016-04-16,23
User10,82,276,2016-04-17,0
User10,53,0,2016-04-17,1
User10,53,0,2016-04-17,2
User10,53,0,2016-04-17,3
User10,53,0,2016-04-17,4
User10,53,0,2016-04-17,5
User10,53,0,2016-04-17,6
User10,53,0,2016-04-17,7
User10,53,0,2016-04-17,8
User10,53,0,2016-04-17,9
User10,62,94,2016-04-17,10
User10,54,8,2016-04-17,11
User10,56,29,2016-04-17,12
User10,120,1079,2016-04-17,13
User10,94,273,2016-04-17,14
User10,65,83,2016-04-17,15
User10,58,31,2016-04-17,16
User10,79,169,2016-04-17,17
User10,70,172,2016-04-17,18
User10,82,163,2016-04-17,19
User10,70,93,2016-04-17,20
User10,58,54,2016-04-17,21
User10,53,0,2016-04-17,22
User10,53,0,2016-04-17,23
User10,53,0,2016-04-18,0
User10,53,0,2016-04-18,1
User10,53,0,2016-04-18,2
User10,53,0,2016-04-18,3
User10,53,0,2016-04-18,4
User10,78,240,2016-04-18,5
User10,75,163,2016-04-18,6
User10,111,1215,2016-04-18,7
User10,151,1325,2016-04-18,8
User10,123,746,2016-04-18,9
User10,103,850,2016-04-18,10
User10,74,322,2016-04-18,11
User10,148,1053,2016-04-18,12
User10,110,661,2016-04-18,13
User10,65,65,2016-04-18,14
User10,73,217,2016-04-18,15
User10,78,268,2016-04-18,16
User10,78,178,2016-04-18,17
User10,71,160,2016-04-18,18
User10,63,85,2016-04-18,19
User10,68,214,2016-04-18,20
User10,53,0,2016-04-18,21
User10,53,0,2016-04-18,22
User10,53,0,2016-04-18,23
User10,53,0,2016-04-19,0
User10,53,0,2016-04-19,1
User10,53,0,2016-04-19,2
User10,53,0,2016-04-19,3
User10,53,0,2016-04-19,4
User10,81,207,2016-04-19,5
User10,66,114,2016-04-19,6
User10,88,856,2016-04-19,7
User10,142,1328,2016-04-19,8
User10,109,651,2016-04-19,9
User10,129,885,2016-04-19,10
User10,87,532,2016-04-19,11
User10,134,910,2016-04-19,12
User10,119,751,2016-04-19,13
User10,90,129,2016-04-19,14
User10,73,183,2016-04-19,15
User10,82,266,2016-04-19,16
User10,89,290,2016-04-19,17
User10,103,501,2016-04-19,18
User10,63,45,2016-04-19,19
User10,63,113,2016-04-19,20
User10,63,137,2016-04-19,21
User10,58,50,2016-04-19,22
User10,53,0,2016-04-19,23
User10,53,0,2016-04-20,0
User10,53,0,2016-04-20,1
User10,53,0,2016-04-20,2
User10,53,0,2016-04-20,3
User10,53,0,2016-04-20,4
User10,87,283,2016-04-20,5
User10,71,16,2016-04-20,6
User10,109,1071,2016-04-20,7
User10,108,741,2016-04-20,8
User10,119,534,2016-04-20,9
User10,109,544,2016-04-20,10
User10,89,449,2016-04-20,11
User10,148,1014,2016-04-20,12
User10,121,860,2016-04-20,13
User10,65,101,2016-04-20,14
User10,74,187,2016-04-20,15
User10,99,315,2016-04-20,16
User10,231,2181,2016-04-20,17
User10,58,61,2016-04-20,18
User10,65,62,2016-04-20,19
User10,85,259,2016-04-20,20
User10,90,406,2016-04-20,21
User10,60,118,2016-04-20,22
User10,53,0,2016-04-20,23
User10,52,0,2016-04-21,0
User10,52,0,2016-04-21,1
User10,52,0,2016-04-21,2
User10,52,0,2016-04-21,3
User10,52,0,2016-04-21,4
User10,52,0,2016-04-21,5
User10,77,240,2016-04-21,6
User10,147,1422,2016-04-21,7
User10,99,270,2016-04-21,8
User10,123,1056,2016-04-21,9
User10,116,1145,2016-04-21,10
User10,74,334,2016-04-21,11
User10,91,443,2016-04-21,12
User10,105,615,2016-04-21,13
User10,106,794,2016-04-21,14
User10,103,799,2016-04-21,15
User10,113,605,2016-04-21,16
User10,109,436,2016-04-21,17
User10,84,281,2016-04-21,18
User10,60,86,2016-04-21,19
User10,75,117,2016-04-21,20
User10,69,216,2016-04-21,21
User10,52,0,2016-04-21,22
User10,52,0,2016-04-21,23
User10,52,0,2016-04-22,0
User10,52,0,2016-04-22,1
User10,52,0,2016-04-22,2
User10,52,0,2016-04-22,3
User10,52,0,2016-04-22,4
User10,80,230,2016-04-22,5
User10,73,57,2016-04-22,6
User10,114,978,2016-04-22,7
User10,114,800,2016-04-22,8
User10,115,677,2016-04-22,9
User10,132,972,2016-04-22,10
User10,84,361,2016-04-22,11
User10,130,790,2016-04-22,12
User10,118,813,2016-04-22,13
User10,70,78,2016-04-22,14
User10,86,246,2016-04-22,15
User10,94,459,2016-04-22,16
User10,102,346,2016-04-22,17
User10,76,230,2016-04-22,18
User10,67,154,2016-04-22,19
User10,57,30,2016-04-22,20
User10,54,0,2016-04-22,21
User10,61,17,2016-04-22,22
User10,63,48,2016-04-22,23
User10,52,0,2016-04-23,0
User10,52,0,2016-04-23,1
User10,52,0,2016-04-23,2
User10,52,0,2016-04-23,3
User10,52,0,2016-04-23,4
User10,52,0,2016-04-23,5
User10,52,0,2016-04-23,6
User10,80,118,2016-04-23,7
User10,316,4333,2016-04-23,8
User10,79,146,2016-04-23,9
User10,92,347,2016-04-23,10
User10,84,170,2016-04-23,11
User10,79,264,2016-04-23,12
User10,143,1440,2016-04-23,13
